source_group,source_file,source_row_no,center_attack_bias_label,center_head_rate,condition_race_count,course,course2_bias_label,course2_head_rate,course3_head_rate,course4_head_rate,decided_course,escape_1_rate,finish_order,first_count,first_lift,first_rate,hit_rate_in_condition,in3_count,in3_lift,in3_rate,in_escape_bias_label,kimarite_group,outer_3rd_bias_label,outside_3rd_rate,prior_race_count,race_count,race_date,race_no,race_time_band,recent3_1_head_rate,recent3_center_head_rate,recent3_outer_3rd_rate,recent3_roughness_rate,reliability_rank,roughness_bias_label,same_day_trend_label,sample_warning,second_count,second_lift,second_rate,starts,third_count,third_lift,third_rate,tide_condition_label,tide_phase,tide_strength,today_1_escape_rate,today_1_head_lift,today_1_head_rate,today_center_attack_win_rate,today_center_head_lift,today_center_head_rate,today_course2_sashi_win_rate,today_course2_top2_lift,today_course2_top2_rate,today_course2_win_rate,today_inside_lost_rate,today_main_kimarite,today_main_kimarite_rate,today_outer_3rd_lift,today_outer_3rd_rate,today_outer_head_rate,today_outer_in3_rate,today_roughness_lift,today_roughness_rate,water_condition_label,wave_band,wave_height,weather,wind_direction,wind_direction_group,wind_speed,wind_speed_band
surface_development,heiwajima_tide_condition_db_v1.2.csv,200,,0.0,,6,,0.0,0.0,0.0,,0.0,,1,-0.0246,0.0192,,18,0.032,0.3462,,,,0.2115,,,,,late,,,,,B,,,,6,0.0177,0.1154,52,11,0.0389,0.2115,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,201,,0.1765,,3,,0.0,0.1765,0.0,,0.0,,9,0.0269,0.1765,,29,0.0432,0.5686,,,,0.0,,,,,late,,,,,B,,,,11,0.0243,0.2157,51,9,-0.0079,0.1765,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,202,,0.0,,1,,0.0,0.0,0.0,,0.54,,27,0.0875,0.54,,41,0.0586,0.82,,,,0.0,,,,,late,,,,,B,,,,10,0.0069,0.2,50,4,-0.0358,0.08,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,203,,0.0,,2,,0.1,0.0,0.0,,0.0,,5,-0.0697,0.1,,25,-0.0945,0.5,,,,0.0,,,,,late,,,,,B,,,,8,-0.0673,0.16,50,12,0.0424,0.24,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,204,,0.0,,5,,0.0,0.0,0.0,,0.0,,1,-0.0558,0.02,,20,0.0299,0.4,,,,0.18,,,,,late,,,,,B,,,,10,0.0716,0.2,50,9,0.0141,0.18,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,205,,0.0,,1,,0.0,0.0,0.0,,0.25,,12,-0.2025,0.25,,26,-0.2197,0.5417,,,,0.0,,,,,early,,,,,C,,,small_sample,5,-0.0889,0.1042,48,9,0.0717,0.1875,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,206,,0.0,,2,,0.2083,0.0,0.0,,0.0,,10,0.0386,0.2083,,32,0.0722,0.6667,,,,0.0,,,,,early,,,,,C,,,small_sample,12,0.0227,0.25,48,10,0.0107,0.2083,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,207,,0.2083,,3,,0.0,0.2083,0.0,,0.0,,10,0.0587,0.2083,,25,-0.0046,0.5208,,,,0.0,,,,,early,,,,,C,,,small_sample,10,0.0169,0.2083,48,5,-0.0802,0.1042,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,208,,0.0,,5,,0.0,0.0,0.0,,0.0,,5,0.0284,0.1042,,19,0.0257,0.3958,,,,0.1667,,,,,early,,,,,C,,,small_sample,6,-0.0034,0.125,48,8,0.0008,0.1667,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,209,,0.0,,6,,0.0,0.0,0.0,,0.0,,5,0.0604,0.1042,,16,0.0191,0.3333,,,,0.1667,,,,,early,,,,,C,,,small_sample,3,-0.0352,0.0625,48,8,-0.0059,0.1667,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,210,,0.1277,,4,,0.0,0.0,0.1277,,0.0,,6,0.0008,0.1277,,26,0.0665,0.5532,,,,0.0,,,,,early,,,,,C,,,small_sample,12,0.0758,0.2553,47,8,-0.0101,0.1702,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,211,,0.0,,2,,0.1489,0.0,0.0,,0.0,,7,-0.0208,0.1489,,32,0.0864,0.6809,,,,0.0,,,,,late,,,,,C,,,small_sample,13,0.0493,0.2766,47,12,0.0577,0.2553,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,212,,0.1915,,3,,0.0,0.1915,0.0,,0.0,,9,0.0419,0.1915,,22,-0.0573,0.4681,,,,0.0,,,,,late,,,,,C,,,small_sample,5,-0.085,0.1064,47,8,-0.0142,0.1702,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,213,,0.1702,,4,,0.0,0.0,0.1702,,0.0,,8,0.0433,0.1702,,25,0.0452,0.5319,,,,0.0,,,,,late,,,,,C,,,small_sample,9,0.012,0.1915,47,8,-0.0101,0.1702,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,214,,0.0,,5,,0.0,0.0,0.0,,0.0,,0,-0.0758,0.0,,11,-0.1361,0.234,,,,0.1702,,,,,late,,,,,C,,,small_sample,3,-0.0646,0.0638,47,8,0.0043,0.1702,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,215,,0.0,,6,,0.0,0.0,0.0,,0.0,,2,-0.0012,0.0426,,12,-0.0589,0.2553,,,,0.1064,,,,,late,,,,,C,,,small_sample,5,0.0087,0.1064,47,5,-0.0662,0.1064,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,216,,0.0,,1,,0.0,0.0,0.0,,0.4565,,21,0.004,0.4565,,39,0.0864,0.8478,,,,0.0,,,,,late,,,,,C,,,small_sample,12,0.0678,0.2609,46,6,0.0146,0.1304,rising_normal,rising_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,217,,0.0,,1,,0.0,0.0,0.0,,0.2791,,12,-0.1734,0.2791,,26,-0.1567,0.6047,,,,0.0,,,,,early,,,,,C,,,small_sample,8,-0.0071,0.186,43,6,0.0237,0.1395,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,218,,0.1163,,3,,0.0,0.1163,0.0,,0.0,,5,-0.0333,0.1163,,24,0.0327,0.5581,,,,0.0,,,,,early,,,,,C,,,small_sample,11,0.0644,0.2558,43,8,0.0016,0.186,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,219,,0.186,,4,,0.0,0.0,0.186,,0.0,,8,0.0591,0.186,,18,-0.0681,0.4186,,,,0.0,,,,,early,,,,,C,,,small_sample,7,-0.0167,0.1628,43,3,-0.1105,0.0698,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,220,,0.0,,5,,0.0,0.0,0.0,,0.0,,5,0.0405,0.1163,,18,0.0485,0.4186,,,,0.2093,,,,,early,,,,,C,,,small_sample,4,-0.0354,0.093,43,9,0.0434,0.2093,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,221,,0.0,,1,,0.0,0.0,0.0,,0.5581,,24,0.1056,0.5581,,32,-0.0172,0.7442,,,,0.0,,,,,middle,,,,,C,,,small_sample,3,-0.1233,0.0698,43,5,0.0005,0.1163,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,222,,0.0,,2,,0.1628,0.0,0.0,,0.0,,7,-0.0069,0.1628,,29,0.0799,0.6744,,,,0.0,,,,,middle,,,,,C,,,small_sample,14,0.0983,0.3256,43,8,-0.0116,0.186,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,223,,0.1628,,3,,0.0,0.1628,0.0,,0.0,,7,0.0132,0.1628,,24,0.0327,0.5581,,,,0.0,,,,,middle,,,,,C,,,small_sample,9,0.0179,0.2093,43,8,0.0016,0.186,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,224,,0.0,,5,,0.0,0.0,0.0,,0.0,,1,-0.0525,0.0233,,11,-0.1143,0.2558,,,,0.1628,,,,,middle,,,,,C,,,small_sample,3,-0.0586,0.0698,43,7,-0.0031,0.1628,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,225,,0.0,,6,,0.0,0.0,0.0,,0.0,,1,-0.0205,0.0233,,11,-0.0584,0.2558,,,,0.093,,,,,middle,,,,,C,,,small_sample,6,0.0418,0.1395,43,4,-0.0796,0.093,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,226,,0.0,,2,,0.2619,0.0,0.0,,0.0,,11,0.0922,0.2619,,28,0.0722,0.6667,,,,0.0,,,,,early,,,,,C,,,small_sample,8,-0.0368,0.1905,42,9,0.0167,0.2143,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,227,,0.0,,6,,0.0,0.0,0.0,,0.0,,2,0.0038,0.0476,,15,0.0429,0.3571,,,,0.1905,,,,,early,,,,,C,,,small_sample,5,0.0213,0.119,42,8,0.0179,0.1905,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,228,,0.0714,,4,,0.0,0.0,0.0714,,0.0,,3,-0.0555,0.0714,,22,0.0371,0.5238,,,,0.0,,,,,middle,,,,,C,,,small_sample,8,0.011,0.1905,42,11,0.0816,0.2619,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,229,,0.0,,2,,0.3333,0.0,0.0,,0.0,,13,0.1636,0.3333,,19,-0.1073,0.4872,,,,0.0,,,,,middle,,,,,C,,,small_sample,3,-0.1504,0.0769,39,3,-0.1207,0.0769,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,230,,0.0,,5,,0.0,0.0,0.0,,0.0,,2,-0.0245,0.0513,,15,0.0145,0.3846,,,,0.1795,,,,,middle,,,,,C,,,small_sample,6,0.0254,0.1538,39,7,0.0136,0.1795,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,231,,0.0,,6,,0.0,0.0,0.0,,0.0,,2,0.0075,0.0513,,16,0.0961,0.4103,,,,0.1282,,,,,middle,,,,,C,,,small_sample,9,0.1331,0.2308,39,5,-0.0444,0.1282,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,232,,0.0,,1,,0.0,0.0,0.0,,0.2368,,9,-0.2157,0.2368,,26,-0.0772,0.6842,,,,0.0,,,,,middle,,,,,C,,,small_sample,10,0.0701,0.2632,38,7,0.0684,0.1842,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,233,,0.2105,,3,,0.0,0.2105,0.0,,0.0,,8,0.0609,0.2105,,25,0.1325,0.6579,,,,0.0,,,,,middle,,,,,C,,,small_sample,7,-0.0072,0.1842,38,10,0.0788,0.2632,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,234,,0.1316,,4,,0.0,0.0,0.1316,,0.0,,5,0.0047,0.1316,,16,-0.0656,0.4211,,,,0.0,,,,,middle,,,,,C,,,small_sample,4,-0.0742,0.1053,38,7,0.0039,0.1842,falling_unknown,falling_tide_middle,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,235,,0.0,,2,,0.2632,0.0,0.0,,0.0,,10,0.0935,0.2632,,20,-0.0682,0.5263,,,,0.0,,,,,late,,,,,C,,,small_sample,6,-0.0694,0.1579,38,4,-0.0923,0.1053,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,236,,0.0789,,3,,0.0,0.0789,0.0,,0.0,,3,-0.0707,0.0789,,18,-0.0517,0.4737,,,,0.0,,,,,late,,,,,C,,,small_sample,7,-0.0072,0.1842,38,8,0.0261,0.2105,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,237,,0.0,,1,,0.0,0.0,0.0,,0.4324,,16,-0.0201,0.4324,,33,0.1305,0.8919,,,,0.0,,,,,late,,,,,C,,,small_sample,11,0.1042,0.2973,37,6,0.0464,0.1622,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,238,,0.1351,,4,,0.0,0.0,0.1351,,0.0,,5,0.0082,0.1351,,13,-0.1353,0.3514,,,,0.0,,,,,late,,,,,C,,,small_sample,1,-0.1525,0.027,37,7,0.0089,0.1892,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,239,,0.0,,5,,0.0,0.0,0.0,,0.0,,3,0.0053,0.0811,,18,0.1164,0.4865,,,,0.1622,,,,,late,,,,,C,,,small_sample,9,0.1148,0.2432,37,6,-0.0037,0.1622,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,240,,0.1944,,3,,0.0,0.1944,0.0,,0.0,,7,0.0448,0.1944,,20,0.0302,0.5556,,,,0.0,,,,,late,,,,,C,,,small_sample,7,0.003,0.1944,36,6,-0.0177,0.1667,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,241,,0.1111,,4,,0.0,0.0,0.1111,,0.0,,4,-0.0158,0.1111,,15,-0.07,0.4167,,,,0.0,,,,,late,,,,,C,,,small_sample,4,-0.0684,0.1111,36,7,0.0141,0.1944,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,242,,0.0,,6,,0.0,0.0,0.0,,0.0,,0,-0.0438,0.0,,9,-0.0642,0.25,,,,0.1389,,,,,late,,,,,C,,,small_sample,4,0.0134,0.1111,36,5,-0.0337,0.1389,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,243,,0.0,,6,,0.0,0.0,0.0,,0.0,,1,-0.016,0.0278,,12,0.0191,0.3333,,,,0.1944,,,,,late,,,,,C,,,small_sample,4,0.0134,0.1111,36,7,0.0218,0.1944,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,244,,0.0,,1,,0.0,0.0,0.0,,0.5714,,20,0.1189,0.5714,,32,0.1529,0.9143,,,,0.0,,,,,late,,,,,C,,,small_sample,7,0.0069,0.2,35,5,0.0271,0.1429,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,245,,0.0,,2,,0.0857,0.0,0.0,,0.0,,3,-0.084,0.0857,,22,0.0341,0.6286,,,,0.0,,,,,late,,,,,C,,,small_sample,11,0.087,0.3143,35,8,0.031,0.2286,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,246,,0.0,,5,,0.0,0.0,0.0,,0.0,,2,-0.0187,0.0571,,10,-0.0844,0.2857,,,,0.1429,,,,,late,,,,,C,,,small_sample,3,-0.0427,0.0857,35,5,-0.023,0.1429,falling_strong,falling_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,247,,0.0,,1,,0.0,0.0,0.0,,0.6471,,22,0.1946,0.6471,,31,0.1504,0.9118,,,,0.0,,,,,late,,,,,C,,,small_sample,6,-0.0166,0.1765,34,3,-0.0276,0.0882,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,248,,0.0,,2,,0.1765,0.0,0.0,,0.0,,6,0.0068,0.1765,,21,0.0231,0.6176,,,,0.0,,,,,late,,,,,C,,,small_sample,10,0.0668,0.2941,34,5,-0.0505,0.1471,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,249,,0.1176,,3,,0.0,0.1176,0.0,,0.0,,4,-0.032,0.1176,,18,0.004,0.5294,,,,0.0,,,,,late,,,,,C,,,small_sample,5,-0.0443,0.1471,34,9,0.0803,0.2647,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,250,,0.0294,,4,,0.0,0.0,0.0294,,0.0,,1,-0.0975,0.0294,,17,0.0133,0.5,,,,0.0,,,,,late,,,,,C,,,small_sample,10,0.1146,0.2941,34,6,-0.0038,0.1765,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,251,,0.0,,5,,0.0,0.0,0.0,,0.0,,1,-0.0464,0.0294,,10,-0.076,0.2941,,,,0.2059,,,,,late,,,,,C,,,small_sample,2,-0.0696,0.0588,34,7,0.04,0.2059,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,252,,0.0,,6,,0.0,0.0,0.0,,0.0,,0,-0.0438,0.0,,6,-0.1324,0.1818,,,,0.1515,,,,,late,,,,,C,,,small_sample,1,-0.0674,0.0303,33,5,-0.0211,0.1515,falling_unknown,falling_tide_late,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,253,,0.0,,1,,0.0,0.0,0.0,,0.375,,12,-0.0775,0.375,,19,-0.1676,0.5938,,,,0.0,,,,,early,,,,,C,,,small_sample,4,-0.0681,0.125,32,3,-0.022,0.0938,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,254,,0.0,,2,,0.2188,0.0,0.0,,0.0,,7,0.0491,0.2188,,17,-0.0633,0.5312,,,,0.0,,,,,early,,,,,C,,,small_sample,4,-0.1023,0.125,32,6,-0.0101,0.1875,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,255,,0.0,,6,,0.0,0.0,0.0,,0.0,,2,0.0187,0.0625,,11,0.0296,0.3438,,,,0.0938,,,,,early,,,,,C,,,small_sample,6,0.0898,0.1875,32,3,-0.0788,0.0938,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,256,,0.2258,,4,,0.0,0.0,0.2258,,0.0,,7,0.0989,0.2258,,12,-0.0996,0.3871,,,,0.0,,,,,middle,,,,,C,,,small_sample,1,-0.1472,0.0323,31,4,-0.0513,0.129,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,257,,0.0,,5,,0.0,0.0,0.0,,0.0,,2,-0.0113,0.0645,,11,-0.0153,0.3548,,,,0.0968,,,,,middle,,,,,C,,,small_sample,6,0.0651,0.1935,31,3,-0.0691,0.0968,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,258,,0.0,,6,,0.0,0.0,0.0,,0.0,,3,0.053,0.0968,,12,0.0729,0.3871,,,,0.1613,,,,,middle,,,,,C,,,small_sample,4,0.0313,0.129,31,5,-0.0113,0.1613,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,259,,0.1935,,3,,0.0,0.1935,0.0,,0.0,,6,0.0439,0.1935,,16,-0.0093,0.5161,,,,0.0,,,,,early,,,,,C,,,small_sample,6,0.0021,0.1935,31,4,-0.0554,0.129,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,260,,0.0,,5,,0.0,0.0,0.0,,0.0,,4,0.0532,0.129,,21,0.3073,0.6774,,,,0.4194,,,,,early,,,,,C,,,small_sample,4,0.0006,0.129,31,13,0.2535,0.4194,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,261,,0.0,,1,,0.0,0.0,0.0,,0.2667,,8,-0.1858,0.2667,,21,-0.0614,0.7,,,,0.0,,,,,middle,,,,,C,,,small_sample,8,0.0736,0.2667,30,5,0.0509,0.1667,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,262,,0.0,,2,,0.2333,0.0,0.0,,0.0,,7,0.0636,0.2333,,22,0.1388,0.7333,,,,0.0,,,,,middle,,,,,C,,,small_sample,3,-0.1273,0.1,30,12,0.2024,0.4,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,263,,0.1333,,3,,0.0,0.1333,0.0,,0.0,,4,-0.0163,0.1333,,15,-0.0254,0.5,,,,0.0,,,,,middle,,,,,C,,,small_sample,9,0.1086,0.3,30,2,-0.1177,0.0667,falling_weak,falling_tide_middle,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,264,,0.0333,,4,,0.0,0.0,0.0333,,0.0,,1,-0.0936,0.0333,,12,-0.0867,0.4,,,,0.0,,,,,early,,,,,C,,,small_sample,8,0.0872,0.2667,30,3,-0.0803,0.1,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,265,,0.0,,1,,0.0,0.0,0.0,,0.4667,,14,0.0142,0.4667,,21,-0.0614,0.7,,,,0.0,,,,,middle,,,,,C,,,small_sample,4,-0.0598,0.1333,30,3,-0.0158,0.1,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,266,,0.0,,2,,0.1333,0.0,0.0,,0.0,,4,-0.0364,0.1333,,18,0.0055,0.6,,,,0.0,,,,,middle,,,,,C,,,small_sample,8,0.0394,0.2667,30,6,0.0024,0.2,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,267,,0.1667,,3,,0.0,0.1667,0.0,,0.0,,5,0.0171,0.1667,,19,0.1079,0.6333,,,,0.0,,,,,middle,,,,,C,,,small_sample,8,0.0753,0.2667,30,6,0.0156,0.2,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,268,,0.0,,5,,0.0,0.0,0.0,,0.0,,3,0.0242,0.1,,11,-0.0034,0.3667,,,,0.1667,,,,,middle,,,,,C,,,small_sample,3,-0.0284,0.1,30,5,0.0008,0.1667,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,269,,0.0,,6,,0.0,0.0,0.0,,0.0,,0,-0.0438,0.0,,10,0.0191,0.3333,,,,0.2333,,,,,middle,,,,,C,,,small_sample,3,0.0023,0.1,30,7,0.0607,0.2333,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,270,,0.0,,1,,0.0,0.0,0.0,,0.4828,,14,0.0303,0.4828,,23,0.0317,0.7931,,,,0.0,,,,,late,,,,,D,,,small_sample,6,0.0138,0.2069,29,3,-0.0124,0.1034,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,271,,0.0,,2,,0.2069,0.0,0.0,,0.0,,6,0.0372,0.2069,,17,-0.0083,0.5862,,,,0.0,,,,,late,,,,,D,,,small_sample,8,0.0486,0.2759,29,3,-0.0942,0.1034,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,272,,0.2414,,4,,0.0,0.0,0.2414,,0.0,,7,0.1145,0.2414,,16,0.065,0.5517,,,,0.0,,,,,late,,,,,D,,,small_sample,3,-0.0761,0.1034,29,6,0.0266,0.2069,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,273,,0.0,,5,,0.0,0.0,0.0,,0.0,,1,-0.0413,0.0345,,10,-0.0253,0.3448,,,,0.2414,,,,,late,,,,,D,,,small_sample,2,-0.0594,0.069,29,7,0.0755,0.2414,falling_weak,falling_tide_late,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,
